   42598   13858   43807   31754   18521   35027   31385   18548   25842   12525   34100   61214   26504   26504
   34837   16967   65185   48645   38466   37287   32353   42041   31217   12861   34632   46331   25803   25803
   40701   13340   44157   18580   16384   42259   35947   25967   21500   19683   23443   46811   42864   42864
   39149   12693   27335   21620   17096   32090   25578   17311   19433   14930   28771   36008   47071   47071
   48979   15024   50465   29727   26356   44519   36362   29676   27909   18005   41026   51132   29776   29776
   51566   12174   29789   18242   18521   37739   27514   16075   32457   19124   29837   55693   35385   35385
   46564    9843   46961   40199   22082   45649   40234   19784   40727   24715   37829   34568   47071   47071
   43977   11915   35045   28714   25644   42485   39404   11129   31837   31425   32501   38649   57822   57822
   45702   14117   35045   22295   24219   32542   32491   35859   32251   14315   39960   38409   33282   33282
   47082   10232   46961   30065   44165   44519   33182   45751   19433   23038   41026   41530   44734   44734
   42770   13729   45209   28376   28493   30960   30279   19784   23361   16328   33034   38409   38190   38190
   42253   13858   36798   33443   21370   38869   36501   16075   29977   21360   29837   52812   30010   30010
   38804   11656   51867   16553   28493   36609   32353   25967   19640   18565   32501   36248   28140   28140
   34837   11786   41704   24998   19945   33219   28896   19784   21294   16607   34100   29767   38657   38657
   35182    9843   25934   16553   19945   32090   31800   18548   19847   13532   37296   34088   34684   34684
   55015   42093   40302    8783   41316   45649   37330    8656   34525   21360   21845   54252   22531   22531
   43633   12563   33293   18917   33480   49038   40787   25967   39900   27120   25042   50652   24167   24167
   41046   40150   26635   27700   14247   33219   32353   17311   22121   16775   22911   41530   35385   35385
   49151   14894   43106   14864   22082   51298   44520    4946   26669   23206   21312   54973   38190   38190
   38114   41963   32592   23309   23507   37513   31661   23494   25842   17223   18115   41530   18791   18791
   34837   13340   25934   21620   26356   45649   36777   18548   33491   21025   21312   49931   28374   28374
   54842   42740   37849   28038   29206   42259   31938   21021   17366   22143   20779   49451   37489   37489
   57774   36912   32242   18242   22795   51298   39127   17311   36799   20242   29837   52092   36787   36787
   49496   12174   26635   18242   22082   47908   42169    9892   35765   26952   22911   49451   33048   33048
   52945   16578   36447   27700   23507   39999   35671   23494   40727   27511   31435   35528   36554   36554
   50186   12822   31891   22971   27069   42937   44243   23494   34525   42609   34100   43930   45903   45903
   34837   12822   23831    6081   15671   39321   40510    4946   51684   33103   34100   39369   40761   40761
   48289   11786   43456   22295   17096   33219   36639   11129   38866   24156   40493   50412   46136   46136
   48116   13081   37148   11486   29206   65535   47008   23494   30183   32264   28239   47771   42630   42630
   47254   15024   46260   21958   32055   45649   33874   32149   26255   28070   34632   39849   51278   51278
   46737   12045   31190   19593   34192   36609   35394    9892   25015   25554   23443   46331   36554   36554
   43633   12822   38550   33443   32768   44745   33735    8656   42174   27791   26640   42250   39358   39358
   55015   12434   32943   19255   34192   50168   36777   16075   33491   28518   24509   48971   32347   32347
   38976   15930   46260   20944   22795   45649   39957   22257   25842   26393   31435   37689   46370   46370
   46392    8937   39952   20606   27069   54688   46040    7419   33698   30866   21845   38409   47071   47071
   23110    2590       0       0   12822   22598    3180   18548     207    3746   30370   13203   11312   11312
   22420    4663   32242   18242   22082   24180   10369   61825       0   11128   41026    9602   18791   18791
   27766    8030   23130   20944   21370   23502   14794   49460    4341   24995   26640    7682    8040    8040
   45530    6605   19625   24998   17096   25310   20048   23494    6616   14091   39960   28567   16454   16454
   23110    5051   28036   28376   12110   56948   38160    7419   30183   17726   39428   38409    6638    6638
   19661    9196   41003   28376   24219   20564   19495   39568   12818    9338   51682   23045    3599    3599
   23110    6087   42055   25336   19945   32542   31938   29676   34525   18565   37829   24726   18698   18698
   35872    3497   11915   14864    5699   45197   39266   16075   38659   22479   34100   45850   10471   10471
   23110    5569   19625   30403    5699   25536   22951   17311   13024   19012   34100   53052   10845   10845
   39838    2590   35045   21620   28493   35027   13273   51933     207   10568   28771   15844   22063   22063
   20350    5828   13668   20944   57699   19661   12996    1237   43208    8779   42624   43210   20567   20567
   21730   11268   29789   33105   23507    2712    9402   29676   21707    9897   22697   13203   27672   27672
   48806    9973   45910   48645   11397   44519   34841    9892   30183   11743   46887   45370    6170    6170
   42425   11915   30840   45266   12110   20338   20739   17311   12818   13756   26640   36248    9068    9068
   33802   12045   43456   65535   49151   52428   35256    9892   32044   11575   44223   53532   33048   33048
   16039    4533   32943   35132   22082   54236   24887       0   25635   10792   27173   44650   28420   28420
   10865   14765   19625   18242   19233   14237   17006   25967   15298   14091   39960   20885    7012    7012
   34492    2072   12266   18242   11397   21920   23366   13602   21707   18565   37829   29047    5329    5329
   13969   27846   30490   24998   29918   16723   13549   37095   11164    7661   25575   30007   10377   10377
   22420    3238   20677   14188   47014   20790   20877   27203   48583   11854   30903   24966   22063   22063
   28801   40538   36447   41888   22082   41807   30555   37095   31837    7213   37829   44650    8648    8648
   16729    2331   22429   28376   11397   32542   26546   21021   21087    6822   47952   44410       0       0
   29146   13858   29438   27700   11397   27570   30279   16075   28116   14650   36231   44890   20380   20380
   18108    5051   40302   45266    5699   23050   17144   33386   20467    5144   44223   34808   16454   16454
   34837   40409   33644   40199   10685   15141   17282   59352   25015   19683   19181   17764   11078   11078
   13969    1943   42755   24998   17096   27570   25855   11129   40107    9897   16517   43450   11312   11312
   28284    3108   30840   24998   20658   27570   22122   21021   21707    7493   39960   45370    8040    8040
   19488   11268   33293   41213   14247   18079   18665   37095   23775    6542   45288   23765   10143   10143
   10693   12045   44157   52023   12822   21242   17559   33386   19226    7381   46887   46571   13275   13275
   10520   17096   38550   37159    9973   21920   18665   43278   19433    8499   27706   35528   18791   18791
   18108    7641   32943   43915       0   27570   17282   35859   20053    2572   31435   46571   16220   16220
   18108   14117   33644   26687    7836   14011   16038   48224   25428    6263   31968   24005    9442    9442
   16729    9973   37148   38510   11397   10621   12582   45751   25222   12973   30370   33128    8040    8040
   28628   10232   31541   34119    7123    9039   15485   55643   25015    9897   25575   18964   10143   10143
   21730   27069   30139   24998   12822   33219   26408   14838   32664    4865   35698   48731     561     561
   10175   16189   32242   24998   19945   46100   26546    4946   19433   11016   36231   40569    3132    3132
   24834   10102   29438   28376   65535   34349   26684   23494   59333    7381   36231   32647   30804   30804
   13452   17873   48363   36821   45590   14011    8987    1237   23775    6822   25042   23765   16220   16220
   21730    8678   21728   18242   10685   35479   29864   19784   28116    9059   39960   35288    7012    7012
   23110    4274   25934   26687   12822   57400   47146   13602   31837   18005   29837   36008   17856   17856
   21730   31472   29789   24998   12822   42259   36639   39568   49616    5704   50084   37449    5983    5983
   18108   17355   11915   23309   19233   28248   25301   16075   20467   11295   42092   40569   20193   20193
   27076    7771   18925   26687   12822   10621   14102   19784   19433    6542   29837   36008   13275   13275
   22592   22147   38550   35132   19945   35705   24472   25967   18606    8499   17050   50652    7479    7479
   13624   12693   18224   30065   11397   34349   17974   29676   20880    4362   24509   28086    6404    6404
   25524   12822   21728   33443   10685   27570   21845   23494   22121    9282   29837   55213   18417   18417
   23972   23442   31891   38510   14247   15819   20739   65535   20880    7940   20247   48731    1730    1730
   21040   12822   26635   28376    7123   15141   23366   29676   25222   11854   27706   45610   10845   10845
   29146   13081   32242   40199    9973    9039   19633   43278   25222   11295   21312   27606    9816    9816
   20523    7123   20326   28376   15671   31186   23504   32149   34525    7940   20247   42010    1589    1589
   10003    7900   46961   31754   17096   39773   35671   19784   43001    7661   25575   47771   18791   18791
    7416   38855   16121   30065   26356   49716   30970   13602   65535    9059   14386   36968   13275   13275
   25697   21888   28387   35132   12822   35479   26684   16075   16746    4026   22378   36248    2197    2197
   12590   25126   54671   31754   23507   17401   23366   58116   13231   14091   39960   29527   15379   15379
    6554       0   39952   35132   12822   33897   23089   35859   21294   10065   33034   24966    7292    7292
   18108    8419   39952   40199    9973   35705   26961   37095   13024    9059   23976   46091    5002    5002
       0    9973   29438   36821   10685   33445   25301   48224   33078    3467   65535   38409    6030    6030
   13624    9455   22079   34457   11397   22598   17421   21021   23154    3746   25042   49451   10143   10143
   23972   11268   29088   40199   27069   23050   24195   25967   24808    4362   30903   40569    3132    3132
   30008   34840   21728   18242    7123   14689   12582   37095    8683   11854   11722   20405    4394    4394
   16729   34840   22429   28376   12110   23050   17974   29676   30183       0   23976   42730   13369   13369
    7243   21500   37148   31754   18521   43389   33874   23494   29356   11016   17050   50892   16220   16220
    9140   16967   65535   60468   34905   49716   65535   42041   30183   26393   23976   58093    8741    8741
   23972   47791   48012   53712   22795   27570   24748   37095   26876    4473   23443   44410    4067    4067
   34837   65535   26985   36821   11397   37061   31938   21021   33078    7381   13320   43930    4768    4768
   14487   46237   36097   35132    8548   42485   37192    9892   51684    8499   14386   56893    4768    4768
   17936   18391   28387   35132   10685   36609   31938   29676   19433    8276   20247   48251    4674    4674
   24144   10232   32592   36821   11397   39773   38851   32149   28116   14874   11189   37689    3459    3459
   13107   18003   49765   60468   15671   25988   26269   55643   27909    9618   26107   28086    8788    8788
   23110   11527   32943   46955   12822   28022   29173   33386   30804    4697   21845   36248    2992    2992
   17419   46108   35746   38510    7123   25310   19495   35859   19433    7381   16517   31207   14117   14117
   31560    7900   33644   24998   37042   11977   12582    9892   10957   15769   14919     480   16454   16454
   31905   29141   36447   31754   24219    7231   12167   13602    8683   23038   13853    3601   11779   11779
   30698   20334   36447   45266   19945    3842   10369   17311    8683   24715    9590    2160   13182   13182
   28801   36394   35045   36821   25644   16271   11890    4946    8890   20801   15984     480   15052   15052
   25524    6476   31190   23309   10685   23050    3318   58116   17366   23317   14386    5761   17389   17389
   27076   22277   29438   26687   17096   14463    4424   61825   10957   32544   13320    7442   19492   19492
   21040   51547   41354   35132   13534    9039    1797   49460    8063   14371   14386       0   20661   20661
   25869   61779   44858   48645   18521   18305    3595   61825   14265   20801   18115   10082   11078   11078
   42425   36912   29088   30065   12822   14463    1936   55643    9717   24715   17583   13203   14117   14117
   31215   28753   43807   45266   22082   30282    3595   49460    8269   20354   21845   21125   14584   14584
   32768   26810   46961   35132   18521   12655    2212   49460    7029   18565   15451   24966   15052   15052
   40183   23572   34695   31754   13534    9491    2212   29676    4755   24156   11722   28807   23465   23465
   42943   31472   47662   43577   19233   12881    2489   45751    2894   17167   21845   18964   11312   11312
   44667   54526   34695   31754   15671   23050    6360   42041   12611   17446   22911   18724   12714   12714
   21040   40668   29438   26687   29918    9039    6083   19784   15092   38751    9058   17524   26971   26971
   36734   36653   27686   35132   22795   11751    2903   37095   18399   15209    6394    9842   25803   25803
   49151   55692   30490   31754    7123       0       0   33386    5582   20242    5328    1440    6404    6404
   31733   50123   39251   36821   11397   16271    4286   42041    9303   35619    3197   14163   16220   16220
   39493   32379   35746   36821   15671   21468    5807   39568   17366   39925    3730    8402   17389   17389
   35354   40927   35045   36821   30630    9717   14517   25967   15092   45405    4795    1440   12714   12714
   42598   30825   44157   45266   37754    9491   17006   11129   17366   40931    5861     720   10377   10377
   30353   24997   39251   38510   29918   11299   14102   13602   17572   53233       0    4801    9442    9442
   35872   15024   48713   50334   32768   27570   12996   16075   23775   32544    6926    1440    6871    6871
   37941   33156   32242   26687   19945   18531    6775   59352   30183   51668    4262    5761   18557   18557
   26731    7123   25934   31754   23507   11299    3318   49460   20467   35340    5328    6722   16921   16921
   36907   57635   33644   38510   16384   17175    4010   59352   23568   37017    6394    5041   20895   20895
   48461   43776   35746   30065   13534   18531    6775   43278   23775   43224    4795    8882    9442    9442
   24489   29659   44858   55401   19233   20790    3318   61825   15092   34781   10123   11043   28140   28140
   57084   12174   46961   48645   19945   41129   13411   49460   47342   65535    4795   16564   17856   17856
   42253   12045   44858   40199   13534   36609   10508   48224   38866   58545    4795   12243   15986   15986
   22937   40020   35746   35132   12822   29830    8019   45751   13024   35619    4262    7442   11312   11312
   45874   32638   41354   31754   26356   19209    3042   45751    8063   25722   25575   13203   18791   18791
   31388   32767   42755   38510   25644   15141    3595   58116   11370   24044   20779   20165   13649   13649
   33285   35099   34695   26687   25644    9265    4977   33386   10957   22367   10656   11523   18557   18557
   47427   26162   32943   38510   14247    8361    4701   34622   12818   46411   11722    9842   15753   15753
   46564   46885   31541   40199   12822    6779    1797   48224   15298   29860   15984   11523   11312   11312
   41735   38337   43456   41888   29206   16271    8019   37095   21707   52562   19714    6962   19492   19492
   30870   34063   32943   30065   12822   11299    4424   33386   11577   50214   12787   11523   19025   19025
   43977   23831   46610   46955   24932   12881    6913   32149   23361   41267   13853   12723   22063   22063
   40873   49993   52568   48645   29918   22598    8572   17311   14471   40372   10123   15604   16454   16454
   20178   29659   33644   28376   18521    6102    2074   33386    6616   23597    9590   13443   10845   10845
   30008   21370   32242   30065   11397    9265    2350   43278    4755   48201    4795    8642    8975    8975
   53980   22924   39251   31754   14959   15819    4977   38332   17159   47082    7459   10562   17856   17856
   46219   63592   38200   33443   17808   15819    3733   48224   13438   35899    8525   11283   21596   21596
   40873   41057   39251   41888   22795   18531    5669   37095   20674   33662   11722    6962   22063   22063
   38631   45849   31541   31754   35617   13785    4839   37095   19433   49878    5861    6962   26036   26036
   36907   23960   35396   31754   35617   15141    4701   49460   21707   44846    6394    8402   26270   26270
   53463   43517   48363   46955   18521   24180    5807   53170   19433   44286    6926    7922   13182   13182
