    603855    575180
    624369    532153
    599870    591110
    577167    617095
    658403    611332
    563460    480559
    610980    522819
    569422    567790
    627727    578737
    592804    584539
    540783    626497
    591823    639096
    637323    549567
    638078    629421
    611315    560757
    647103    573853
    522993    595581
    601187    531825
    533799    564377
    649034    528813
    620975    564344
    622407    583192
    597026    642918
    551291    576721
    608768    610525
    697959    614701
    658281    582264
    546632    599204
    672565    564468
    636500    587401
    696144    548705
    533551    582247
    526802    551524
    553038    606418
    696601    603624
    588964    597435
    716139    621721
    608529    586311
    557378    567033
    589994    610890
    589344    563119
    624415    515911
    565483    551512
    584895    574666
    582777    542670
    639394    576728
    608298    573748
    663578    586265
    628080    562986
    597421    554767
    595193    576508
    658103    572250
    659529    498474
    606415    581386
    641976    577433
    587466    564953
    589180    595099
    601885    573083
    580561    528916
    621726    578003
    558817    576255
    620213    574468
    594010    570095
    541976    512639
    593840    578685
    602667    575857
    631446    561156
    596481    567449
    611318    581584
    568546    564911
    593865    572987
    597017    575588
    578804    573582
    673750    594081
    592714    553958
    594029    586701
    668502    563937
    629533    537542
    801539    318482
    801667    318542
    814045    332998
    800479    321640
    757470    224976
    844536    424646
    797105    316002
    779956    271501
    797205    313318
    801323    316240
    783666    262902
    806131    312752
    830658    368694
    802482    335269
    801910    325434
    808062    337340
    789833    304422
    803603    327255
    800865    312968
    802237    318526
    803959    315173
    800123    312312
    780927    285057
    797242    324588
    801551    320544
    809182    319115
    801931    317202
    870801    476330
    820327    352701
    801093    317509
    798523    324500
    805237    318655
    803375    311620
    801441    323812
    797313    317527
    788220    301915
    790395    300024
    817135    349925
    797787    301470
    804630    332333
    808710    330379
    802111    320817
    796375    309563
    819768    346596
    814605    354382
    800565    319364
    802089    313456
    814401    341234
    796609    319691
    776131    248465
    803464    329093
    802646    317894
    809550    327365
    795322    311178
    830450    393096
    778414    260729
    800041    318331
    802814    320130
    802738    312234
    823913    369439
    803386    318982
    812869    346251
    798904    324420
    800447    331643
    807446    342555
    804251    329956
    797594    302109
    803448    314797
    765502    240340
    795527    315510
    794640    313497
    808717    335740
    790932    305223
    816852    352965
    826228    376658
    795299    312036
    808686    332209
    809594    344872
    799275    324108
    878184    487392
    798472    322218
    824822    367091
    746769    205186
    756701    207223
    795489    287279
    800483    320713
    783491    288029
    797162    306135
    800272    316170
    806827    324616
    802853    314938
    800804    316615
    813173    354777
    801588    319814
    797400    315778
    823840    368410
    811391    343836
    801055    321833
    804038    306622
    803780    334441
    834173    386159
    802784    313853
    807293    347456
    817119    336333
    786635    269352
    824624    381716
    797415    319840
    800772    325023
    806626    318966
    800845    311838
    769386    259892
    797272    324228
    807409    325526
    795836    291870
    798321    319665
    805372    313397
    790738    308028
    800667    315995
    795205    316433
    809054    345541
    808452    320117
    779897    279572
    782642    275308
    797569    321799
    801751    318110
    787644    297715
    807401    314610
    800677    310656
    800394    301473
    795571    310093
    814158    335578
    811913    325091
    806982    316680
    775604    274485
    800133    327081
    806511    313841
    803796    314893
    802012    318315
    826789    377676
    814108    344096
    804354    309671
    807017    330432
    803774    334756
    817410    346944
    841928    398948
    816145    349032
    818622    370753
    786245    292352
    784164    285702
    805390    319676
    790774    303642
    803277    319525
    833182    379714
    773023    251826
    801609    320399
    778965    282290
    814317    333112
    805080    323708
    801080    318049
    799724    318884
    798059    316113
    806176    320301
    769876    257669
    825716    373098
    791983    298565
    801386    313545
    804871    317801
    810903    332925
    838276    395673
    810543    341180
    777978    252419
    820258    351165
    801997    319385
    779437    281959
    810253    323873
    794826    309589
    814280    344223
    832651    373469
    794142    306704
    802041    319504
    804190    320706
    798983    325682
    840462    402858
    799912    323363
    804119    328544
    804358    320802
    803057    331037
    803031    325811
    784151    283760
    800444    311497
    802004    317772
    803470    319069
    811277    335577
    803332    315488
    800037    317963
    813436    360446
    800694    316789
    838129    404012
    764997    249477
    800316    311699
